Episode,Average Number of steps,Mean Reward
181000,10.0,24.405
182000,10.0,24.495
183000,10.0,24.135
184000,10.0,24.42
185000,10.0,24.615
186000,10.0,24.12
187000,10.0,24.615
188000,10.0,23.985
189000,10.0,24.255
190000,10.0,24.525
191000,10.0,24.57
192000,10.0,24.285
193000,10.0,24.45
194000,10.0,24.975
195000,10.0,24.33
196000,10.0,24.48
197000,10.0,24.48
198000,10.0,24.48
199000,10.0,23.61
200000,10.0,24.225
201000,10.0,24.39
202000,10.0,23.895
203000,10.0,24.24
204000,10.0,24.51
205000,10.0,24.015
206000,10.0,24.3
207000,10.0,24.9
208000,10.0,24.315
209000,10.0,24.075
210000,10.0,24.39
211000,10.0,23.655
212000,10.0,24.78
213000,10.0,24.54
214000,10.0,24.6
215000,10.0,24.405
216000,10.0,24.81
217000,10.0,23.94
218000,10.0,24.705
219000,10.0,24.165
220000,10.0,24.495
221000,10.0,24.99
222000,10.0,24.21
223000,10.0,23.97
224000,10.0,24.87
225000,10.0,23.91
226000,10.0,24.555
227000,10.0,24.42
228000,10.0,24.555
229000,10.0,24.6
230000,10.0,24.135
231000,10.0,24.825
232000,10.0,24.12
233000,10.0,24.12
234000,10.0,24.81
235000,10.0,24.555
236000,10.0,24.195
237000,10.0,24.48
238000,10.0,24.69
239000,10.0,24.375
240000,10.0,23.94
241000,10.0,24.165
242000,10.0,24.15
243000,10.0,24.615
244000,10.0,24.21
245000,10.0,24.09
246000,10.0,24.705
247000,10.0,24.06
248000,10.0,24.435
249000,10.0,24.345
250000,10.0,24.66
251000,10.0,24.21
252000,10.0,24.735
253000,10.0,23.88
254000,10.0,24.465
255000,10.0,24.435
256000,10.0,24.12
257000,10.0,24.465
258000,10.0,24.225
259000,10.0,24.165
260000,10.0,24.39
261000,10.0,24.33
262000,10.0,24.285
263000,10.0,24.12
264000,10.0,24.045
265000,10.0,24.345
266000,10.0,23.97
267000,10.0,24.45
268000,10.0,24.27
269000,10.0,24.54
270000,10.0,24.54
271000,10.0,24.78
272000,10.0,24.315
273000,10.0,24.51
274000,10.0,24.18
275000,10.0,24.63
276000,10.0,24.45
277000,10.0,23.97
278000,10.0,24.06
279000,10.0,24.405
280000,10.0,24.63
281000,10.0,24.87
282000,10.0,24.615
283000,10.0,24.315
284000,10.0,24.51
285000,10.0,24.555
286000,10.0,24.645
287000,10.0,24.39
288000,10.0,24.465
289000,10.0,24.78
290000,10.0,24.285
291000,10.0,24.285
292000,10.0,24.03
293000,10.0,23.985
294000,10.0,24.15
295000,10.0,24.33
296000,10.0,23.79
297000,10.0,23.94
298000,10.0,25.11
299000,10.0,24.69
300000,10.0,24.75
301000,10.0,24.42
302000,10.0,23.91
303000,10.0,24.66
304000,10.0,24.315
305000,10.0,24.165
306000,10.0,24.825
307000,10.0,24.69
308000,10.0,24.135
309000,10.0,23.835
310000,10.0,24.375
311000,10.0,24.24
312000,10.0,24.09
313000,10.0,24.225
314000,10.0,23.94
315000,10.0,24.135
316000,10.0,24.435
317000,10.0,24.105
318000,10.0,24.33
319000,10.0,24.72
320000,10.0,24.3
321000,10.0,24.06
322000,10.0,24.255
323000,10.0,24.165
324000,10.0,24.615
325000,10.0,24.21
326000,10.0,23.985
327000,10.0,24.24
328000,10.0,24.315
329000,10.0,24.36
330000,10.0,24.675
331000,10.0,24.675
332000,10.0,23.835
333000,10.0,24.315
334000,10.0,24.315
335000,10.0,24.255
336000,10.0,24.09
337000,10.0,24.645
338000,10.0,24.285
339000,10.0,24.525
340000,10.0,24.09
341000,10.0,24.39
342000,10.0,23.7
343000,10.0,24.285
344000,10.0,24.825
345000,10.0,23.715
346000,10.0,24.12
347000,10.0,24.93
348000,10.0,24.24
349000,10.0,24.12
350000,10.0,24.045
351000,10.0,23.82
352000,10.0,23.985
353000,10.0,23.805
354000,10.0,24.3
355000,10.0,24.465
356000,10.0,23.79
357000,10.0,24.255
358000,10.0,24.0
359000,10.0,24.48
360000,10.0,24.15
361000,10.0,24.18
362000,10.0,24.81
363000,10.0,24.54
364000,10.0,24.315
365000,10.0,23.88
366000,10.0,24.3
367000,10.0,24.585
368000,10.0,24.51
369000,10.0,24.465
370000,10.0,24.15
371000,10.0,23.775
372000,10.0,24.495
373000,10.0,24.48
374000,10.0,24.6
375000,10.0,24.21
376000,10.0,24.135
377000,10.0,23.97
378000,10.0,24.42
379000,10.0,23.985
380000,10.0,24.555
381000,10.0,24.54
382000,10.0,24.645
383000,10.0,24.06
384000,10.0,24.15
385000,10.0,24.255
386000,10.0,24.21
387000,10.0,24.33
388000,10.0,24.255
389000,10.0,24.885
390000,10.0,24.285
391000,10.0,24.15
392000,10.0,24.375
393000,10.0,24.105
394000,10.0,24.225
395000,10.0,24.465
396000,10.0,24.24
397000,10.0,24.555
398000,10.0,24.48
399000,10.0,24.33
400000,10.0,23.895
401000,10.0,24.345
402000,10.0,24.135
403000,10.0,23.835
404000,10.0,23.655
405000,10.0,24.63
406000,10.0,24.585
407000,10.0,24.255
408000,10.0,24.12
409000,10.0,24.105
410000,10.0,24.345
411000,10.0,25.23
412000,10.0,24.12
413000,10.0,24.48
414000,10.0,24.39
415000,10.0,24.435
416000,10.0,24.27
417000,10.0,24.225
418000,10.0,24.48
419000,10.0,24.255
420000,10.0,24.345
421000,10.0,24.135
422000,10.0,24.975
423000,10.0,24.21
424000,10.0,24.15
425000,10.0,24.465
426000,10.0,24.42
427000,10.0,24.51
428000,10.0,23.865
429000,10.0,24.18
430000,10.0,24.27
431000,10.0,24.15
432000,10.0,24.24
433000,10.0,24.165
434000,10.0,24.255
435000,10.0,24.33
436000,10.0,24.75
437000,10.0,24.195
438000,10.0,23.76
439000,10.0,24.585
440000,10.0,24.495
441000,10.0,24.57
442000,10.0,24.165
443000,10.0,24.225
444000,10.0,24.165
445000,10.0,24.675
446000,10.0,24.015
447000,10.0,24.24
448000,10.0,24.255
449000,10.0,24.0
450000,10.0,24.345
451000,10.0,24.315
452000,10.0,24.0
453000,10.0,24.645
454000,10.0,24.555
455000,10.0,23.745
456000,10.0,24.84
457000,10.0,24.39
458000,10.0,24.525
459000,10.0,24.36
460000,10.0,24.09
461000,10.0,24.45
462000,10.0,24.405
463000,10.0,23.625
464000,10.0,24.315
465000,10.0,24.72
466000,10.0,24.36
467000,10.0,24.57
468000,10.0,23.79
469000,10.0,24.495
470000,10.0,24.195
471000,10.0,24.36
472000,10.0,24.66
473000,10.0,23.955
474000,10.0,24.06
475000,10.0,24.735
476000,10.0,24.675
477000,10.0,23.85
478000,10.0,24.375
479000,10.0,24.555
480000,10.0,24.63
481000,10.0,23.955
482000,10.0,24.465
483000,10.0,24.45
484000,10.0,24.465
485000,10.0,24.885
486000,10.0,24.285
487000,10.0,24.015
488000,10.0,24.345
489000,10.0,24.33
490000,10.0,24.48
491000,10.0,24.36
492000,10.0,23.925
493000,10.0,23.94
494000,10.0,24.525
495000,10.0,24.33
496000,10.0,24.105
497000,10.0,24.525
498000,10.0,24.63
499000,10.0,24.105
500000,10.0,24.345
501000,10.0,24.42
502000,10.0,24.39
503000,10.0,23.85
504000,10.0,23.79
505000,10.0,24.345
506000,10.0,24.225
507000,10.0,24.075
508000,10.0,24.465
509000,10.0,24.33
510000,10.0,24.345
511000,10.0,24.615
512000,10.0,24.075
513000,10.0,23.79
514000,10.0,24.3
515000,10.0,24.78
516000,10.0,24.42
517000,10.0,24.435
518000,10.0,24.345
519000,10.0,24.255
520000,10.0,23.7
521000,10.0,23.895
522000,10.0,23.835
523000,10.0,23.97
524000,10.0,24.39
525000,10.0,24.87
526000,10.0,24.99
527000,10.0,24.15
528000,10.0,24.3
529000,10.0,24.525
530000,10.0,24.405
531000,10.0,24.075
532000,10.0,24.6
533000,10.0,24.33
534000,10.0,24.12
535000,10.0,24.51
536000,10.0,24.72
537000,10.0,24.15
538000,10.0,24.09
539000,10.0,24.135
540000,10.0,24.105
541000,10.0,24.36
542000,10.0,24.165
543000,10.0,24.405
544000,10.0,24.375
545000,10.0,24.42
546000,10.0,24.465
547000,10.0,24.36
548000,10.0,24.84
549000,10.0,24.435
550000,10.0,24.9
551000,10.0,24.345
552000,10.0,24.21
553000,10.0,23.925
554000,10.0,24.27
555000,10.0,24.315
556000,10.0,24.27
557000,10.0,24.285
558000,10.0,24.6
559000,10.0,24.36
560000,10.0,24.3
561000,10.0,25.02
562000,10.0,24.21
563000,10.0,24.21
564000,10.0,24.495
565000,10.0,23.805
566000,10.0,24.69
567000,10.0,24.555
568000,10.0,24.57
569000,10.0,23.76
570000,10.0,24.75
571000,10.0,24.135
572000,10.0,24.555
573000,10.0,24.825
574000,10.0,24.39
575000,10.0,24.945
576000,10.0,24.51
577000,10.0,24.795
578000,10.0,24.39
579000,10.0,24.12
580000,10.0,24.36
581000,10.0,24.48
582000,10.0,24.9
583000,10.0,24.96
584000,10.0,24.0
